station_id,name,lat,lon,capacity
2072,153 - Segantini - Darwin,45.4455297363669,9.1727471351624,36
2065,146 - Crema - Giulio Romano,45.4480098982521,9.2027395963669,30
2122,211 - Bernini,45.4788240556337,9.221670627593994,27
2037,117 - Bacone - Monteverdi,45.4813309624015,9.21491682529449,36
2077,158 - Naviglio G.Valenza,45.4498182024788,9.16759729385375,33
2123,212 - Verrocchio - Juvara,45.4733133583997,9.21965897083282,36
2124,213 - Novelli - Carnaghi,45.4707966901203,9.22038316726684,36
2054,135 - Muratori - Umbria,45.4508098285709,9.21250283718109,30
2083,164 - Bergognone - Tortona,45.4524016624621,9.16502773761749,30
2031,111 - B.Marcello - Boscovich,45.480199765093,9.20751929283142,33
2126,215 - Politecnico,45.4786717193695,9.22636985778808,36
2029,109 - Tunisia Lecco Bellintani,45.4774342070483,9.20493096113204,36
2088,169 - Vesuvio - Lipari,45.4593385983571,9.159582182765007,36
2118,206 - Friuli,45.454779921587104,9.213594496250153,36
2069,150 - Sraffa,45.44824887622469,9.186110571026802,36
2071,152 - San Gottardo - Gentilino,45.4488980632437,9.179865717887878,36
2074,155 - Naviglio Pavese - Torricelli,45.44425009578552,9.176384210586548,30
2057,138 - Cadore - Pinaroli,45.4583170202097,9.213141202926636,36
2059,140 - Cirene - Friuli,45.4534854385523,9.212516248226166,24
2041,121 - Melchiorre Gioia - Galvani,45.486803267063976,9.198075234889984,27
2095,176 - Buonarroti,45.4707553089853,9.15540397167205,36
2093,174 - Vercelli - Piemonte,45.4670873149608,9.15532350540161,36
2053,133 - Dateo,45.4684529652424,9.21672195196151,36
2052,132 - Bronzetti - Archimede,45.4654733219714,9.21461775898933,36
2097,179 - Giovanni XXIII,45.4749496967644,9.16419088840484,36
2092,173 - Vercelli - Cherubini,45.4668465357227,9.15931463241577,36
2090,171 - Elba - Cimarosa,45.4633776956896,9.15732443332672,33
2086,167 - Foppa - Caravaggio,45.4581288822529,9.162113517522812,36
2051,131 - Emilia - Piceno,45.4622809410085,9.216114431619644,36
2079,160 - Zara M3,45.491665838114415,9.192005395889282,36
2047,127 - Risorgimento,45.46823476438801,9.210582375526428,36
2082,163 - Rosario,45.4549332631759,9.16284441947937,36
2106,189 - Procaccini . Cimitero Monumentale,45.48394538808671,9.177352514018196,33
2030,110 - S. F. Romana,45.47641201642088,9.208573400974274,33
2058,139 - Lazio - Vasari - Morosini,45.45533213750292,9.20820727944374,30
2073,154 - Ascanio Sforza - Pavia,45.4473691688493,9.17755164206028,36
2043,123 - Castel Morrone - M. A. Di Savoia,45.47262307267978,9.214619100093842,30
2038,118 - VIII novembre - Ramazzini,45.474904760879866,9.211201596377379,36
2049,129 - Fiamma,45.464412350358415,9.211360216140747,36
2048,128 - Indipendenza-Castel Morrone,45.4682780284177,9.21466737985611,36
2046,126 - Modena - Castel Morrone,45.470815499717105,9.21439379453659,36
2033,113 - Buenos Aires - Lima,45.4801969441237,9.21108528971672,24
2066,147 - Ripamonti Bellezza,45.4487691672851,9.1972330212593,30
